ＴＫＣ,会社コード,業種名,公開有無,フリガナ,和文社名,旧会社名,英文社名,郵便番号,住所,電話,ＵＲＬ,営業所等,事業内容,仕入先,販売先,ブランド,取引銀行,設立年月,資本金,lat,lon
11059290,403202,情報・システム・ソフト,未上場,エメッセリーコンピューターソリューションズ,エメッセリーコンピューターソリューションズ（株）,（有）エメッセリーコンピューターソリューションズ（2017.12）,Ｅｍｉｓｓａｒｙ　Ｃｏｍｐｕｔｅｒ　Ｓｏｌｕｔｉｏｎｓ,164-0003,東京都中野区東中野３－１９－１３　ビューステージ鈴木２階,03-3365-1978,https://www.emissary.co.jp/,,ネットワーク構築のプラニング・設置，ウェブサイトやデータベース開発,,,,,199711,‥,35.7088152,139.6802302
11224420,403203,情報・システム・ソフト,未上場,エヌフォー,（株）エヌフォー,,Ｅｎｆｏｕｒ　Ｉｎｃ．,151-0051,東京都渋谷区千駄ケ谷３－１３－２２　第２５宮廷マンション９０１,03-5411-7738,http://www.enfour.co.jp/,,コンピュータハードウェアおよびソフトウェアの開発，輸出入販売。コンピュータ技術者，グラフィック・デザイナーの指導育成業務,,,,,199407,25,35.676844,139.7059165
11252050,403206,情報・システム・ソフト,未上場,ハイポタイズ,Ｈｙｐｏｔｉｚｅ（株）,,Ｈｙｐｏｔｉｚｅ　Ｋ．Ｋ．,238-0111,神奈川県三浦市初声町下宮田１６０－２,046-876-6777,http://hypotize.com/,,翻訳，バイリンガルなＩＴコンサルティング，システム開発，システムソリューション,,,,,200605,1,35.1682861,139.6386936
11059300,403209,他サービス,未上場,ピージェイパーカー,Ｐ．Ｊ．　Ｐａｒｋｅｒ（株）,,Ｐ．Ｊ．　Ｐａｒｋｅｒ　Ｋ．Ｋ．,181-0001,東京都三鷹市井の頭３－１７－２１,050-5532-3700,https://pjparker.com/ja/,,特許譲渡仲介，ライセンスサービス，特許戦略コンサルティング,,,,,200107,10,35.6935683,139.5806433
11105890,403226,他小売,未上場,エーエフエイチジャパン,ＡＦＨ　Ｊａｐａｎ合同会社,Ａｂｅｒｃｒｏｍｂｉｅ　＆　Ｆｉｔｃｈ　Ｊａｐａｎ合同会社（2009.1）,ＡＦＨ　Ｊａｐａｎ，　Ｇ．Ｋ．,104-0061,東京都中央区銀座６－９－１０,03-6252-1892,https://www.abercrombie.com/,,Ａ＆Ｆブランドの衣料品の輸入販売,,,,,200912,10,35.669641,139.7630316
11123640,403229,医薬品,未上場,ラボコープディベロップメントジャパン,ラボコープ・ディベロップメント・ジャパン（株）,コーヴァンス・ジャパン（株）（2021.6）,Ｌａｂｃｏｒｐ　Ｄｅｖｅｌｏｐｍｅｎｔ　Ｊａｐａｎ　Ｋ．Ｋ．,104-6108,東京都中央区晴海１－８－１１　晴海トリトンスクエアオフィスタワーＹ８階,03-6837-9500,https://jp.drugdevelopment.labcorp.com/,,新薬開発のための臨床・非臨床実験の受託，研究・コンサルティング,,,,,200406,10,35.6573718,139.7827814
11105900,403236,ホテル,未上場,イシンホテルズグループ,（株）イシン・ホテルズ・グループ,,Ｉｓｈｉｎ　Ｈｏｔｅｌｓ　Ｇｒｏｕｐ　Ｃｏ．，　Ｌｔｄ．,104-0061,東京都中央区銀座１－２－３,－,https://www.theb-hotels.com/,,ホテル運営・資産管理,,,,,200101,100,35.675156,139.7679055
11073840,403247,精密機器卸売,未上場,クックメディカルジャパン,クックメディカルジャパン合同会社,ＣｏｏｋＪａｐａｎ（株）（2020.4）,Ｃｏｏｋ　Ｍｅｄｉｃａｌ　Ｊａｐａｎ　Ｇ．Ｋ．,164-0001,東京都中野区中野４－１０－１　中野セントラルパークイースト,03-6853-9700,https://www.cookmedical.co.jp/,,医療用機械器具・医療用具の製造・輸入・販売，医療に関する情報提供サービス他,,,,,200406,10,35.7078871,139.6629152
11105910,403262,海運,未上場,フェドナヴアジアリミテッドニホンシテン,フェドナヴアジアリミテッド（日本支店）,,Ｆｅｄｎａｖ　Ａｓｉａ　Ｌｔｄ．，　Ｊａｐａｎ　Ｂｒａｎｃｈ,105-6225,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー２５階,03-5401-5780,https://www.fednav.com/,,海運業,,,,,195606,－,35.6621409,139.7488929
11073860,403264,通信・放送,未上場,オービチューン,オービチューン（株）,,Ｏｒｂｉｔｕｎｅ　Ｉｎｃ．,150-0002,東京都渋谷区渋谷１－２０－２１,03-6890-8669,http://www.orbitune.com/,,ショップ内放送，ウェブサイト音楽，携帯メディア配信，ラジオ番組など,,,,,199107,140,35.6625402,139.7034681
11073870,403270,コンサルティング,未上場,キングアンドウッドマレソンズホウリツジムショガイコクホウキョウドウジギョウ,Ｋｉｎｇ　＆　Ｗｏｏｄ　Ｍａｌｌｅｓｏｎｓ法律事務所（外国法共同事業）,,Ｋｉｎｇ　＆　Ｗｏｏｄ　Ｍａｌｌｅｓｏｎｓ　Ｌａｗ　Ｏｆｆｉｃｅｓ（Ｆｏｒｅｉｇｎ　Ｌａｗ　Ｊｏｉｎｔ　Ｅｎｔｅｒｐｒｉｓｅ）,100-0005,東京都千代田区丸の内３－２－３　丸の内二重橋ビル２１階,03-5218-6711,https://www.kwm.com/,,弁護士事務所,,,,,200501,－,35.6777775,139.7615096
11089690,403272,コンサルティング,未上場,チュウゴクセンリダイリホンコントウキョウジムショ,中国専利代理（香港）（有）（東京事務所）,,Ｃｈｉｎａ　Ｐａｔｅｎｔ　Ａｇｅｎｔ　（Ｈ．Ｋ．）　Ｌｔｄ．，　Ｔｏｋｙｏ　Ｏｆｆｉｃｅ,104-0031,東京都中央区京橋２－７－１４　ビュレックス京橋ビル８１１,03-6263-2418,https://www.cpahkltd.com/,,特許出願，商標出願等の手続代行他,,,,,198901,－,35.6768545,139.7713181
11177480,403297,食料品卸売,未上場,デニッシュクラウンジャパン,デニッシュクラウン・ジャパン（株）,ＤＣトレーディング（株）（2017.4）,Ｄａｎｉｓｈ　Ｃｒｏｗｎ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,105-0001,東京都港区虎ノ門５－１３－１　虎ノ門４０ＭＴビル９階,03-5404-4221,https://www.danishcrown.com/,,デニッシュ・クラウン・グループの原料豚肉・加工品の輸入販売,,,,,200705,90,35.6633809,139.7457635
10953210,403298,繊維・衣服卸売,未上場,エコージャパン,エコー・ジャパン（株）,エコー・リテール・ジャパン（株）（2011.1）,ＥＣＣＯ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,100-0014,東京都千代田区永田町２－１０－３　東急キャピトルタワー１３階,－,https://jp.ecco.com/,,シューズおよび関連製品の販売と関連するコンサルティング業務,,,,,200710,100,35.6739689,139.7407736
11059310,403301,広告,未上場,ネクストインク,ネクスト・インク（株）,,Ｎｅｘｔ　Ｉｎｃ．,108-0073,東京都港区三田２－１０－５　エルアルカサル三田２０２,03-6436-4270,https://www.nextinc.com/,,コミュニケーションと広告に関する総合的なソリューションの提供,,,,,198802,10,35.6507137,139.7445459
11073880,403309,情報・システム・ソフト,未上場,ファステムズ,ファステムズ（株）,,Ｆａｓｔｅｍｓ　Ｋ．Ｋ．,230-0051,神奈川県横浜市鶴見区鶴見中央１－２３－１４　セザール第三鶴見３０１,－,https://www.fastems.com/,,フレキシブル生産システム（ＦＭＳ），自動金属切削ＣＮＣ工作機械用ロボットセルおよび自動化関連サービスの提供,,,,,200901,6,35.5093443,139.6797118
11073890,403336,精密機器卸売,未上場,ニッポンマーチン,日本マーチン（株）,,Ｎｉｐｐｏｎ　Ｍａｒｔｉｎ　Ｋ．Ｋ．,113-0024,東京都文京区西片１－１５－１５,03-3814-1431,http://www.n-martin.com/,,医療機器の販売・マーケティング,,,,,199502,10,35.7121382,139.7530102
11123650,403338,投資業等,未上場,アリアンツグローバルインベスターズジャパン,アリアンツ・グローバル・インベスターズ・ジャパン（株）,ＲＣＭジャパン（株）（2012.10）,Ａｌｌｉａｎｚ　Ｇｌｏｂａｌ　Ｉｎｖｅｓｔｏｒｓ　ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,106-6014,東京都港区六本木１－４－５　アークヒルズサウスタワー１９階,03-6229-0200,https://jp.allianzgi.com/,,金融商品取引業,,,,,200404,234,35.6656056,139.7394165
11003140,403342,機械卸売,未上場,トムラジャパン,トムラ・ジャパン（株）,,Ｔｏｍｒａ　Ｊａｐａｎ　Ｌｔｄ．,104-0032,東京都中央区八丁堀４－８－２　いちご桜橋ビル２階,03-6222-9901,https://tc.tomra.co.jp/,,飲料容器などの自動回収機（ＲＶＭ）の輸入および販売，使用済み飲料容器等の回収・リサイクル事業,,,,三井住友,200807,100,35.6744204,139.7762107
11105920,403354,電気機器卸売,未上場,アルテミデジャパン,アルテミデ・ジャパン（株）,,Ａｒｔｅｍｉｄｅ　Ｊａｐａｎ　Ｋ．Ｋ．,151-0063,東京都渋谷区富ヶ谷１－４１－７　クリサンテ２０１３号室,03-5738-7410,https://www.artemide.com/,,照明器具の輸入・卸売業,,,,,200603,160,35.6664994,139.690958
11177490,403358,精密機器卸売,未上場,ニホンリマ,日本リマ（株）,,Ｌｉｍａ　Ｊａｐａｎ　Ｋ．Ｋ．,140-0002,東京都品川区東品川２－３－１４,03-5322-1115,https://www.limacorporate.com/,,医療機器の輸入販売,,,,,200409,10,35.6241097,139.7505859
11105930,403368,石油・燃料卸売,未上場,ニッパクエタノール,日伯エタノール（株）,日伯エタノール合同会社（2019.6）,ＢＲＡＺＩＬ－ＪＡＰＡＮ　ＥＴＨＡＮＯＬ　Ｃｏ．，　Ｌｔｄ．,103-0024,東京都中央区日本橋小舟町６－６　小倉ビル,03-3669-9500,http://www.aruhan.gr.jp/,,ブラジルからのエタノールの輸入販売,,,,,200603,10,35.687208,139.7779082
11105940,403374,輸送用機器卸売,未上場,マレリヨコハマ,マレリ横浜（株）,Ｍａｇｎｅｔｉ　Ｍａｒｅｌｌｉ　Ｊａｐａｎ（株）（2019.10）,Ｍａｒｅｌｌｉ　Ｙｏｋｏｈａｍａ　Ｋ．Ｋ．,222-0033,神奈川県横浜市港北区新横浜２－３－１２　新横浜スクエアビル１３階,045-478-0045,https://www.marelli.com/,,自動車用のエンジン関連部品，電装品，排気系部品，照明機器などの輸入販売・サービス・サポート,,,,,200712,360,35.50791830000001,139.6151679
11059330,403382,精密機器,未上場,ハンナインスツルメンツジャパン,ハンナインスツルメンツ・ジャパン（株）,,Ｈａｎｎａ　Ｉｎｓｔｒｕｍｅｎｔｓ　ＪＡＰＡＮ　Ｃｏｒｐ．,261-0023,千葉県千葉市美浜区中瀬１－６　エム・ベイポイント幕張１４階－ＥＮ,043-216-2601,https://hanna.co.jp/,,ｐＨ計，導電率計，温度計，残留塩素計などの各種計測器を製造販売,,,,,198806,58,35.6527967,140.0391412
11123660,403389,その他卸売,未上場,ダブリューシーキュージャパン,ＷＣＱジャパン（株）,,ＷＣＱ　Ｊａｐａｎ　Ｃｏｒｐ．,231-0033,神奈川県横浜市中区長者町５－８５　三共横浜ビル　９階,045-315-4541,http://www.wcq.com/,,半導体・太陽光発電用の石英・シリコン製品販売,,,,,200706,10,35.4422397,139.6322186
10413185,403392,機械卸売,未上場,シュネルジャパン,シュネル・ジャパン（株）,,Ｓｃｈｎｅｌｌ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,530-0005,大阪府大阪市北区中之島２－３－３３,06-6208-6603,https://www.schnellgroup.com/en/,,全自動鉄筋加工機の輸入販売およびサービス・メンテナンス,,,,,199609,20,34.6936894,135.4974167
11251220,403401,情報・システム・ソフト,未上場,キングソフト,キングソフト（株）,,ＫＩＮＧＳＯＦＴ，　Ｉｎｃ．,107-0052,東京都港区赤坂４－１５－１　赤坂ガーデンシティ４階,03-3582-8230,https://www.kingsoft.jp/,,コンピューターおよびインターネット用ソフトウェア製品の企画・開発・販売，インターネットを利用した各種情報提供サービスおよび広告業務,,,,,200503,619,35.6742711,139.7314575
11105950,403407,他サービス,未上場,イーエフエデュケーションファーストジャパン,イー・エフ・エデュケーション・ファースト・ジャパン（株）,イー・エフ・カレッジズ・インタースタディ・ファーイースト（株）（2006.8）,ＥＦ　Ｅｄｕｃａｔｉｏｎ　Ｆｉｒｓｔ　Ｊａｐａｎ　Ｌｔｄ．,150-0002,東京都渋谷区渋谷２－１５－１　渋谷クロスタワー２７階,050-1743-1440,https://www.efjapan.co.jp/,,海外語学研修旅行および付随サービスの提供など,,,,,197305,96,35.6587806,139.705258
11105960,403415,電気機器卸売,未上場,クリーンエアスカンジナビア,クリーンエア・スカンジナビア（株）,スモークフリーシステムズ（株）（2013.2）,ＱｌｅａｎＡｉｒ　Ｓｃａｎｄｉｎａｖｉａ　Ｋ．Ｋ．,105-7110,東京都港区東新橋１－５－２　汐留シティセンター１０階,03-6274-6385,https://www.qleanair.jp/,,オフィス向け分煙システムの開発，レンタル販売,,,,,200808,10,35.6654972,139.7608806
11059350,403422,食料品卸売,未上場,マルレ,マルレ（株）,（株）バハール（2017.8）,Ｍａｒｒｅ　Ｃｏ．，　Ｌｔｄ．,105-0003,東京都港区西新橋２－１９－４　喜助西新橋ビル６階,03-5733-5563,https://www.marre.co.jp/,,一般商品（主に食品）の輸出入および卸売り販売，食肉の加工および販売,,,,,199701,75,35.6660464,139.7517618
11105970,403429,情報・システム・ソフト,未上場,エフティーエスイージャパンリミテッドトウキョウオフィス,エフティーエスイー・ジャパン・リミテッド（東京オフィス）,,ＦＴＳＥ　Ｊａｐａｎ　Ｌｔｄ．，　Ｔｏｋｙｏ　Ｏｆｆｉｃｅ,100-0004,東京都千代田区大手町１－５－１　大手町ファーストスクエアイーストタワー１１階,03-4563-6346,https://www.ftserussell.com/,,企業間取引（ＢｔｏＢ）専門の投資家向けベンチマーク・分析・データ関連ソリューションの提供,,,,,200211,－,35.6857768,139.7640245
11059370,403441,食料品,未上場,ウィスクイー,（株）ウィスク・イー,,Ｗｈｉｓｋ－ｅ　Ｌｔｄ．,101-0024,東京都千代田区神田和泉町１－８－１１　４階,03-3863-1501,https://whisk-e.co.jp/,,スコッチウイスキーとビール，リキュール，スピリッツの輸入販売およびジャパニーズウイスキーとビールの輸出,,,,,200009,10,35.69960700000001,139.7773678
11241810,403468,投資業等,未上場,シーヴィーシーアジアパシフィックジャパン,シーヴィーシー・アジア・パシフィック・ジャパン（株）,,ＣＶＣ　Ａｓｉａ　Ｐａｃｉｆｉｃ　（Ｊａｐａｎ）　Ｋ．Ｋ．,100-6032,東京都千代田区霞が関３－２－５　霞が関ビル３２階,03-4563-9300,https://www.cvc.com/,,ＰＥ（プライベート・エクイティ）ファンドの管理・運営,,,,,200512,10,35.671183,139.7472406
11105980,403482,情報・システム・ソフト,未上場,ウィプロジャパン,ウィプロ・ジャパン（株）,,Ｗｉｐｒｏ　Ｊａｐａｎ　Ｋ．Ｋ．,220-8126,神奈川県横浜市西区みなとみらい２－２－１　横浜ランドマークタワー２６階,045-650-3950,https://www.wipro.com/en-JP/,［営業所］　横浜　［デリバリーセンター］　横浜，大阪,ソフトウェアの開発・製造・輸入・販売，顧客への技術開発・保守点検サービス，コンピューターに関するコンサルタント他,,,,,199804,431,35.4545635,139.6314218
11059380,410002,食料品卸売,未上場,アオゾラジャパン,（株）アオゾラ・ジャパン,,Ａｏｚｏｒａ　Ｊａｐａｎ　Ｌｔｄ．,650-0044,兵庫県神戸市中央区東川崎町１－３－３　神戸ハーバーランドセンタービル１１階,078-371-8500,http://www.aozora-japan.co.jp/,,農産物の検品・輸入・販売・加工および生活雑貨品の輸入販売等,,,,,200911,9,34.6788737,135.1806595
11089700,410008,他サービス,未上場,ウィリアムズリージャパン,（株）ウィリアムズ・リー・ジャパン,,Ｗｉｌｌｉａｍｓ　Ｌｅａ　Ｊａｐａｎ　Ｌｔｄ．,140-0001,東京都品川区北品川４－７－３５　御殿山トラストタワー３階,03-5792-5050,https://www.williamslea.com/jp/,,印刷およびデータ入力管理に関するビジネスプロセスアウトソーシング全般業務,,,,,200112,10,35.6221677,139.7370215
11177500,410050,機械,未上場,ペーパーコンバーティングマシンカンパニーファーイーストインコーポレイテッドニホンシテン,ペーパー・コンバーティング・マシン・カンパニー・ファー・イースト・インコーポレイテッド（日本支店）,,Ｐａｐｅｒ　Ｃｏｎｖｅｒｔｉｎｇ　Ｍａｃｈｉｎｅ　Ｃｏｍｐａｎｙ　Ｆａｒ　Ｅａｓｔ　Ｉｎｃ．　Ｊａｐａｎ　Ｂｒａｎｃｈ,231-0005,神奈川県横浜市中区本町４－４３　Ａ－ＰＬＡＣＥ馬車道９階,045-671-5461,https://www.pcmc.com/,,ティッシュペーパー・トイレットペーパー・不織布および印刷機などの紙加工機械の製造・販売,,,,,197608,－,35.449142,139.637439
11073920,410051,情報・システム・ソフト,上場,イーエムネットジャパン,（株）イーエムネットジャパン,,ｅＭｎｅｔ　Ｊａｐａｎ．ｃｏ．ｌｔｄ．,160-0023,東京都新宿区西新宿６－１０－１　日土地西新宿ビル,03-6279-4111,https://emnet.co.jp/,,インターネット広告１００％,ヤフー，Ｇｏｏｇｌｅ，フェイスブックＪ,,,みずほ,201304,308,35.6946036,139.6907536
11105990,410054,情報・システム・ソフト,未上場,シーガルサイエンティフィックアジアパシフィックニホンシシャ,シーガルサイエンティフィックアジアパシフィック（株）（日本支社）,,Ｓｅａｇｕｌｌ　Ｓｃｉｅｎｔｉｆｉｃ　Ａｓｉａ－Ｐａｃｉｆｉｃ，　Ｉｎｃ．，　Ｊａｐａｎ　Ｂｒａｎｃｈ,103-0001,東京都中央区日本橋小伝馬町７－１０,03-4567-0091,https://www.seagullscientific.com/,,ラベルおよびバーコード印刷ソフトウェアの製作・販売業務，Ｗｉｎｄｏｗｓ版バーコード・感熱プリンタ用ドライバーの開発,,,,,200309,－,35.6922109,139.7786732
11059390,410062,コンサルティング,未上場,ジャパンインターカルチュラルコンサルティングニホンシテン,ジャパン　インターカルチュラル　コンサルティング（日本支店）,,Ｊａｐａｎ　Ｉｎｔｅｒｃｕｌｔｕｒａｌ　Ｃｏｎｓｕｌｔｉｎｇ，　Ｊａｐａｎ　Ｂｒａｎｃｈ,105-0022,東京都港区海岸１－２－３　汐留芝離宮ビル２１階,03-5403-5926,http://www.japanintercultural.com/ja/,,異文化理解教育，赴任前研修，国際要員育成，外国人社員の教育，管理能力育成教育，コーチング，チームビルディング，セクハラ予防教育,,,,,199911,－,35.6572058,139.758637
11059400,410072,他サービス,未上場,プロハント,プロハント（株）,エクスペリス・プロフェッショナル（株）（2016.8）,ＰＲＯ－ＨＵＮＴ　Ｃｏ．，　Ｌｔｄ．,108-0023,東京都港区芝浦３－１－１　田町ステーションタワーＮ３０階,03-4531-2916,https://www.prohunt.co.jp/,,エグゼクティブサーチ（サーチ型ヘッドハンティング）,,,,,199900,5,35.6447514,139.7493165
11059410,410073,電気機器卸売,未上場,ルートロンアスカ,ルートロンアスカ（株）,,Ｌｕｔｒｏｎ　Ａｓｕｋａ　Ｃｏ．，　Ｌｔｄ．,107-0052,東京都港区赤坂２－２－１９　アドレスビル５階,03-6866-8444,https://www.lutron.jp/,,米ルートロン社の製品の輸入販売およびサポート,,,,,199201,‥,35.67184719999999,139.7420111
11089710,410075,精密機器卸売,未上場,マシモジャパン,マシモジャパン（株）,,Ｍａｓｉｍｏ　Ｊａｐａｎ　Ｃｏｒｐ．,169-0074,東京都新宿区北新宿２－２１－１　新宿フロントタワー２４階,03-3868-5201,https://www.masimo.co.jp/,,医療機器（パルスオキシメーター・センサー）の輸入販売，パルスオキシメーター技術のライセンス供与（ＯＥＭ）,,,,,200104,10,35.69606539999999,139.6893826
11106000,410095,精密機器卸売,未上場,アイデンティブ,アイデンティブ（株）,エスシーエム・マイクロシステムズ・ジャパン（株）（2011.11）,Ｉｄｅｎｔｉｖ　Ｋ．Ｋ．,108-0014,東京都港区芝４－３－２三田富洋６０８,03-6414-6611,https://www.identiv.co.jp/,,情報セキュリティ機器，デジタルメディア関連機器の開発，製造，販売,,,,,199112,10,35.6490944,139.7503944
11059430,410097,精密機器,未上場,エドモンドオプティクスジャパン,エドモンド・オプティクス・ジャパン（株）,,Ｅｄｍｕｎｄ　Ｏｐｔｉｃｓ　Ｊａｐａｎ　Ｌｔｄ．,113-0021,東京都文京区本駒込２－２９－２４　パシフィックスクエア千石４階,03-3944-6210,https://www.edmundoptics.jp/,,光学部品の製造販売,,,,,199501,86,35.7286623,139.7445659
11059440,410122,不動産,未上場,イーエスアール,ＥＳＲ（株）,レッドウッド・グループ・ジャパン（株）（2016.10）,ＥＳＲ　ＬＴＤ．,105-0001,東京都港区虎ノ門４－１－１７　神谷町プライムプレイスビル３階,03-4578-7121,http://www.esr.com/,,不動産アセットマネジメント業務,,,,,200605,467,35.6650759,139.7440868
11089730,410128,機械卸売,未上場,ビーエヌエルジャパン,ＢＮＬジャパン（株）,,ＢＮＬ　Ｊａｐａｎ　Ｉｎｃ．,103-0015,東京都中央区日本橋箱崎町８－１　ヤマタネ箱崎ビル７階,03-5652-5557,https://bnl-bearings.com/,,プラスチックベアリングの販売および輸入,,,,,200108,10,35.678844,139.7850583
11059450,410133,電気機器卸売,未上場,フリアーシステムズジャパン,フリアーシステムズジャパン（株）,,ＦＬＩＲ　Ｓｙｓｔｅｍｓ　Ｊａｐａｎ　Ｋ．Ｋ．,141-0021,東京都品川区上大崎２－１３－１７　目黒東急ビル５階,03-6721-6648,https://www.flir.jp/,,赤外線カメラ等の各種赤外線利用機器およびその部品の輸出入，製造，保管，販売他,,,,,200604,10,35.6351186,139.718504
11089740,410136,情報・システム・ソフト,未上場,エフアイエスジャパン,エフアイエス・ジャパン（株）,サンガード・ジャパン（株）（2016.4）,ＦＩＳ　Ｊａｐａｎ　Ｋ．Ｋ．,100-6812,東京都千代田区大手町１－３－１　ＪＡビル１２階,03-4570-3000,https://www.fisglobal.com/,,銀行業，金融業，証券業および保険業等の金融・財政等の分野において使用するコンピュータのソフトウェアおよびプログラムの研究開発，製造，輸出入等,,,,,200101,10,35.6887292,139.7627321
11059460,410146,他サービス,未上場,ベリシリコン,ベリシリコン（株）,,ＶｅｒｉＳｉｌｉｃｏｎ　Ｋ．Ｋ．,108-0075,東京都港区港南１－９－３６　アレア品川１３階,050-5213-0266,https://www.verisilicon.com/,,半導体設計サービスの提供,,,,,200500,10,35.6300683,139.7413325
10037422,410151,他製造業,未上場,ホンマゴルフ,（株）本間ゴルフ,,ＨＯＮＭＡ　ＧＯＬＦ　ＣＯ．，ＬＴＤ．,106-6135,東京都港区六本木６－１０－１　六本木ヒルズ森タワー３５階,03-6864-1111,https://www.honmagolf.com/jp,,ゴルフクラブ，ゴルフ用品の製造および販売,,,,,195902,500,35.6607345,139.7292066
11059470,410161,精密機器,未上場,イエナオプティックジャパン,イエナオプティックジャパン（株）,イエナオプティック　レーザダイオード　ジャパン（株）（2010.11）,ＪＥＮＯＰＴＩＫ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,222-0033,神奈川県横浜市港北区新横浜２－３－８,045-670-9140,https://www.jenoptik.co.jp/,,半導体レーザ機器，光学機器並びにレーザ機器の輸入，輸出及び製造，販売並びに保守。電子部品・電子機器の開発，製造，販売並びに保守など,,,,,200508,50,35.5080093,139.6148356
11089770,410163,精密機器卸売,未上場,スマートプラクティスジャパン,（株）スマートプラクティスジャパン,,ＳｍａｒｔＰｒａｃｔｉｃｅ　Ｊａｐａｎ，　（Ｋ．Ｋ．）,242-0017,神奈川県大和市大和東２－２－１３　アサヒヤマトビル２階,－,https://www.smartpractice.jp/,,歯科機材の販売,,,,,200107,97,35.4716544,139.4622004
11089780,410188,情報・システム・ソフト,未上場,サイトコア,サイトコア（株）,,Ｓｉｔｅｃｏｒｅ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,107-0062,東京都港区南青山２－１１－１６　ＭＥＴＬＩＦＥ青山ビル３階,03-5413-6900,https://www.sitecore.com/ja-jp,,Ｗｅｂ制作ソフトウェアの開発他,,,,,201001,87,35.671369,139.7213424
10027381,410191,輸送機器,未上場,ニッコウデンキコウギョウ,日興電機工業（株）,,Ｎｉｋｋｏ　Ｅｌｅｃｔｒｉｃ　Ｉｎｄｕｓｔｒｙ　Ｃｏ．，　Ｌｔｄ．,259-1302,神奈川県秦野市菩提９０,0463-75-0010,http://www.nikkodenki.co.jp/,［工場］　本社,内燃機関用および車両用電装品，車両用直流電動機および同制御機器等の製造・販売,,いすゞ自動車，関東鉄工，島津産機システムズ，他,,,193302,"2,400",35.3898946,139.2019777
11089790,410193,投資業等,未上場,ケーケーアールジャパン,（株）ＫＫＲジャパン,,ＫＫＲ　Ｊａｐａｎ　Ｌｔｄ．,100-0005,東京都千代田区丸の内２－１－１　明治安田生命ビル１１階,03-6268-6000,https://www.kkr.com/ja/,,投資業,,,,,200509,10,35.6791077,139.7621731
11073950,410199,医薬品,未上場,スキャンポファーマ,スキャンポファーマ合同会社,（株）スキャンポファーマ（2014.12）,ＳＵＣＡＭＰＯ　ＰＨＡＲＭＡ，　ＬＬＣ,100-0004,東京都千代田区大手町２－６－４　常盤橋タワー９階,－,https://www.mallinckrodt.com/,,医薬品開発,,,,,200209,299,35.6844018,139.7704367
11106020,410200,他サービス,未上場,ペリージョンソンラボラトリーアクレディテーションインクニホンシシャ,ペリージョンソンラボラトリーアクレディテーションインク（日本支社）,,Ｐｅｒｒｙ　Ｊｏｈｎｓｏｎ　Ｌａｂｏｒａｔｏｒｙ　Ａｃｃｒｅｄｉｔａｔｉｏｎ，　Ｉｎｃ．，　Ｊａｐａｎ　Ｂｒａｎｃｈ,150-0012,東京都渋谷区広尾１－１－３９　恵比寿プライムスクエアタワー９階,03-5774-9690,http://www.pjla.jp,,試験所・校正機関の品質管理システムや検査技術，能力に関するＩＳＯなど国際規格の認証業務,,,,,200904,－,35.650109,139.7125988
11089800,410203,情報・システム・ソフト,未上場,イーロックジャパン,イーロックジャパン（株）,,ｅ－Ｌｏｃｋ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,150-0001,東京都渋谷区神宮前２－１３－１８　木村ビル２階,03-6277-1269,https://www.elock.co.jp/,,ＩＴセキュリティ製品の開発・販売他,,,,,200606,‥,35.6750606,139.7121799
11073960,410204,情報・システム・ソフト,未上場,エーディーリンクジャパン,ＡＤＬＩＮＫジャパン（株）,,ＡＤＬＩＮＫ　Ｔｅｃｈｎｏｌｏｇｙ　Ｊａｐａｎ　Ｃｏｒｐ．,101-0045,東京都千代田区神田鍛冶町３－７－４　ＫＤＸ神田駅前ビル４階,03-4455-3722,https://www.adlinktech.com/jp/,,ＡＤＬＩＮＫ　Ｔｅｃｈｎｏｌｏｇｙ　Ｉｎｃ．全製品およびその半導体部品，周辺機器，ソフトウェアに関連する販売・輸出入他,,,,,200704,98,35.6931919,139.7704195
11223950,410208,情報・システム・ソフト,未上場,モノタイプ,Ｍｏｎｏｔｙｐｅ（株）,,Ｍｏｎｏｔｙｐｅ　Ｋ．Ｋ．,102-0076,東京都千代田区五番町１－９　ＭＧ市ヶ谷ビル５階,03-5275-6251,https://www.monotype.com/jp,,フォントテクノロジーの提供,,,,,200412,10,35.6908088,139.7364029
11106030,410225,情報・システム・ソフト,未上場,ニホンニューメリカルアルゴリズムズグループ,日本ニューメリカルアルゴリズムズグループ（株）,（株）アイリスエクスプローラーセンター（1998.6）,Ｎｉｈｏｎ　Ｎｕｍｅｒｉｃａｌ　Ａｌｇｏｒｉｔｈｍｓ　Ｇｒｏｕｐ　Ｋ．Ｋ．,104-0032,東京都中央区八丁堀４－９－９　八丁堀フロンティアビル２階,03-5542-6311,https://www.nag-j.co.jp/,,ソフトウェアの開発，販売，保守，コンサルティング,,,,,199405,10,35.6742307,139.7776215
