ＴＫＣ,会社コード,業種名,公開有無,フリガナ,和文社名,旧会社名,英文社名,郵便番号,住所,電話,ＵＲＬ,営業所等,事業内容,仕入先,販売先,ブランド,取引銀行,設立年月,資本金,lat,lon
10396760,104303,投信・投資顧問,未上場,パインブリッジインベストメンツ,パインブリッジ・インベストメンツ（株）,ＡＩＧインベストメンツ（株）（2009.12）,ＰｉｎｅＢｒｉｄｇｅ　Ｉｎｖｅｓｔｍｅｎｔｓ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,100-6813,東京都千代田区大手町１－３－１　ＪＡビル,03-5208-5800,https://www.pinebridge.co.jp/,［オフィス］　大阪,証券会社，銀行の窓口等における個人投資家向け各種金融商品の提供，機関投資家向けの投信の提供ほか,,,,,198611,"1,000",35.6887292,139.7627321
10396802,104307,化学卸売,未上場,キャボットスペシャルティケミカルズインクニホンシテン,キャボット・スペシャルティ・ケミカルズ・インク（日本支店）,,Ｃａｂｏｔ　Ｓｐｅｃｉａｌｔｙ　Ｃｈｅｍｉｃａｌｓ　Ｉｎｃ．，　Ｊａｐａｎ　Ｏｆｆｉｃｅ,105-0012,東京都港区芝大門２－５－５　住友芝大門ビル３階,03-6820-0255,https://www.cabotcorp.com/,,カーボンブラック（バッテリー用途）等の輸入販売,,,,,196906,－,35.6551394,139.7541075
10396836,104311,情報・システム・ソフト,未上場,シーエーテクノロジーズ,ＣＡ　Ｔｅｃｈｎｏｌｏｇｉｅｓ（登記社名　日本ＣＡ（株））,コンピュータ・アソシエイツ（株）（2006.5）,ＣＡ　Ｔｅｃｈｎｏｌｏｇｉｅｓ（ＣＡ　Ｊａｐａｎ，　Ｌｔｄ．）,153-0042,東京都目黒区青葉台４－７－７　住友不動産青葉台ヒルズ７階,03-6407-2727,https://jp.broadcom.com/,,コンピューター・ソフトウェアの販売，技術サポートおよびコンサルティング等，各種サービスの提供,,,,三菱ＵＦＪ，三井住友，みずほ，シティ,199704,492,35.6539307,139.6900606
10396893,104317,化学,未上場,ニッコーマテリアルズ,ニッコー・マテリアルズ（株）,ニチゴー・モートン（株）（2015.4）,Ｎｉｋｋｏ－Ｍａｔｅｒｉａｌｓ　Ｃｏ．，　Ｌｔｄ．,221-0056,神奈川県横浜市神奈川区金港町３－１　コンカード横浜５階,045-620-9480,http://www.nikko-materials.com/,［工場］　児玉ＴＥＬ０４９５－７７－４５８１，知立ＴＥＬ０５６６－８２－６０１１,感光樹脂「ドライフィルムフォトレジスト」と周辺部材の製造・販売,,,,みずほ，三菱ＵＦＪ,199709,406,35.4681419,139.6269595
10418002,104325,医薬品,未上場,ノバルティスファーマ,ノバルティスファーマ（株）,,Ｎｏｖａｒｔｉｓ　Ｐｈａｒｍａ　Ｋ．Ｋ．,105-6333,東京都港区虎ノ門１－２３－１　虎ノ門ヒルズ森タワー,03-6899-8000,https://www.novartis.co.jp/,［事業所（営業）］　仙台，埼玉，横浜，名古屋，大阪，福岡　［工場］　篠山,医薬品の開発・輸入・製造・販売,Ｎｏｖａｒｔｉｓ　Ｐｈａｒｍａ　ＡＧ（スイス）,スズケン，メディセオ，アルフレッサ，東邦薬品，他,エクメット，ルセンティス，レボレード，タシグナ，エクア，グリベック，ジャカビ，アフィニトール，パタノール，ネオーラル，サンディミュン，他,三菱ＵＦＪ，みずほ，他,199704,100,35.6668216,139.7494178
10396968,104326,化学,未上場,エイチディマイクロシステムズ,ＨＤマイクロシステムズ（株）,日立化成デュポンマイクロシステムズ（株）（2020.8）,ＨＤ　ＭｉｃｒｏＳｙｓｔｅｍｓ，　Ｌｔｄ．,112-0004,東京都文京区後楽１－４－２５　日教販ビル３階,03-3868-8121,https://www.hdms.co.jp/,［技術開発センター］　日立市東町４－１３－１ＴＥＬ０２９４－２３－８９９０,電子グレード高純度液状ポリイミド材料の開発・製造・販売,,,,,199708,400,35.7035558,139.7481987
10397099,104344,電気機器,未上場,フジフォイトハイドロ,富士・フォイトハイドロ（株）,,Ｖｏｉｔｈ　Ｆｕｊｉ　Ｈｙｄｒｏ　Ｋ．Ｋ．,210-9530,神奈川県川崎市川崎区田辺新田１－１,044-329-2061,https://www.voith.com/jpn-ja/,［川崎工場］　本社　［事務所］　川崎,水力電気機械器具・制御システムの製造・販売,富士電機,富士電機,,,199709,"1,000",35.50662519999999,139.7075668
10072635,104401,広告,未上場,アイアンドエスビービーディオー,（株）Ｉ＆Ｓ　ＢＢＤＯ（登記社名　（株）アイアンドエス・ビービーディオー）,（株）アイアンドエス（2000.4）,Ｉ＆Ｓ　ＢＢＤＯ　Ｉｎｃ．,104-6038,東京都中央区晴海１－８－１０　晴海トリトンスクエアＸ,03-6221-8585,https://www.isbbdo.co.jp/,［支社］　関西ＴＥＬ０６－６４４８－１５０１，名古屋ＴＥＬ０５２－２２９－０３１３,広告代理店業,日本テレビ，ＴＢＳ，フジテレビジョン，テレビ朝日，テレビ東京，読売新聞，日本経済新聞，朝日新聞，講談社，他,花王，トンボ鉛筆，アディダス，ＡＣ　ＪＡＰＡＮ，アサヒビール，セーブ・ザ・チルドレン，湖池屋，広島県，他,,みずほ，三菱ＵＦＪ，三井住友,194706,450,35.6564003,139.7823969
10692489,104404,損害保険,未上場,アクサソンガイホケン,アクサ損害保険（株）,,ＡＸＡ　Ｇｅｎｅｒａｌ　Ｉｎｓｕｒａｎｃｅ　Ｃｏ．，　Ｌｔｄ．,111-8633,東京都台東区寿２－１－１３　偕楽ビル,03-4335-8570,https://www.axa-direct.co.jp/,,損害保険業務,,一般顧客,アクサダイレクト,三井住友，三菱ＵＦＪ,199806,"17,221",35.7086665,139.7907843
10692491,104405,その他卸売,未上場,アディダスジャパン,アディダスジャパン（株）,,ａｄｉｄａｓ　Ｊａｐａｎ　Ｋ．Ｋ．,106-0032,東京都港区六本木１－９－１０　アークヒルズ仙石山森タワー,03-6872-3000,https://adidas-group.jp/,［店舗］　直営店全国８７店舗（２０２２年３月末現在），オンラインショップ含む,アディダス・リーボックブランド製品の販売とその付帯事業,,,アディダス，リーボック,,199802,499,35.6636616,139.7417629
10303394,104409,投信・投資顧問,未上場,アムンディジャパン,アムンディ・ジャパン（株）,ソシエテジェネラルアセットマネジメント（株）（2010.7）,Ａｍｕｎｄｉ　Ｊａｐａｎ　Ｌｔｄ．,100-0011,東京都千代田区内幸町１－２－２　日比谷ダイビル,03-3593-5900,https://www.amundi.co.jp/,,投資運用業（投資信託委託業務・投資一任契約に係る業務），投資助言・代理業，第一種金融商品取引業，第二種金融商品取引業,,国内外投資家,,,197111,"1,200",35.6700529,139.7567207
10692554,104416,投信・投資顧問,未上場,フランクリンテンプルトンジャパン,フランクリン・テンプルトン・ジャパン（株）,レッグ・メイソン・アセット・マネジメント（株）（2021.4）,Ｆｒａｎｋｌｉｎ　Ｔｅｍｐｌｅｔｏｎ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,100-6536,東京都千代田区丸の内１－５－１　新丸の内ビル３６階,03-5219-5940,https://www.franklintempleton.co.jp/,,投資信託委託，投資顧問業務,,,,,199804,"1,000",35.6826212,139.7642436
10072791,104420,広告,未上場,イーグラフィックスコミュニケーションズ,Ｅ－グラフィックスコミュニケーションズ（株）,（株）ＴＢＷＡ＼ＪＡＰＡＮ（2006.8）,Ｅ－ＧＲＡＰＨＩＣＳ　ＣＯＭＭＵＮＩＣＡＴＩＯＮＳ,181-0002,東京都三鷹市牟礼６－２５－２８,0422-49-5523,https://www.egplusww.jp/,,広告代理業,,,,,195505,60,35.6838957,139.5717178
10692592,104422,その他卸売,未上場,ニュースキンジャパン,ニュースキンジャパン（株）,,Ｎｕ　Ｓｋｉｎ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,105-0001,東京都港区虎ノ門１－３－１　東京虎ノ門グローバルスクエア１４階,03-6626-1234,https://www.nuskin.com/,［エクスペリエンスセンター］　東京（渋谷区神宮前５－７－１４），横浜（横浜市神奈川区金港町１－４横浜イーストスクエア１階），名古屋（名古屋市中区錦２－１８－１９三井住友銀行名古屋ビル１階），福岡（福岡市中央区今泉１－２０－２天神ＭＥＮＴビル３階），大阪（大阪市北区梅田２－６－２０パシフィックマークス西梅田１階）,パーソナルケア製品および栄養補助食品，生活関連製品の製造・輸入・卸売販売,,「ブランド　メンバー（契約販売員）」から一般消費者へ，「ショッピング　メンバー（愛用者会員）」へ直販,ａｇｅＬＯＣ，ＮＵＳＫＩＮ（フェイスケア，ボディケア，ヘアケア等），ＰＨＡＲＭＡＮＥＸ,みずほ，三井住友，三菱ＵＦＪ,199304,200,35.6700904,139.7494883
10692616,104424,精密機器卸売,未上場,ニホンエフイーアイ,日本エフイー・アイ（株）,フィリップス・エレクトロン・オプティックス（株）（2001.3）,ＦＥＩ　Ｃｏｍｐａｎｙ　Ｊａｐａｎ　Ｌｔｄ．,140-0002,東京都品川区東品川４－１２－２　品川シーサイドウエストタワー１階,03-3740-0970,http://www.fei.co.jp/jp/,,ＦＥＩ社の電子顕微鏡ならびに顕微鏡周辺機器，集束イオンビーム装置の販売およびサービス,,公的研究機関，キヤノン，富士フイルム，ＴＤＫ等,ＤｕａｌＢｅａｍ,,199611,450,35.6092936,139.7478793
10027977,104429,広告,未上場,エイディケイマーケティングソリューションズ,（株）ＡＤＫマーケティング・ソリューションズ,（株）アサツー　ディ・ケイ（2019.1）,ＡＤＫ　Ｍａｒｋｅｔｉｎｇ　Ｓｏｌｕｔｉｏｎｓ　Ｉｎｃ．,105-6312,東京都港区虎ノ門１－２３－１　虎ノ門ヒルズ森タワー,03-6830-3811,https://www.adk.jp/,［支社］　関西，中部，九州，北海道，東北，新潟，岡山，中国,マーケティング課題解決の統合的な提案・実施など,,,,,195603,100,35.6668216,139.7494178
10012797,104432,ホテル,上場,アゴーラホスピタリティーグループ,（株）アゴーラホスピタリティーグループ,（株）アゴーラ・ホスピタリティー・グループ（2021.5）,Ａｇｏｒａ　Ｈｏｓｐｉｔａｌｉｔｙ　Ｇｒｏｕｐ　Ｃｏ．，　Ｌｔｄ．,105-0001,東京都港区虎ノ門５－２－６　虎ノ門第２ワイコービル,03-3436-1860,https://www.agora.jp/,,宿泊７９％，他投資２１％,,,,スター，関西みらい，ＵＯＢ，りそな,194803,"8,534",35.6629006,139.7445659
10744787,104437,鉄鋼・金属卸売,未上場,ビーエーエスエフメタルズジャパン,ＢＡＳＦ・メタルズ・ジャパン（株）,エンゲルハード・メタルズ・ジャパン（2011.10）,ＢＡＳＦ　Ｍｅｔａｌｓ　Ｊａｐａｎ　Ｌｔｄ．,105-6290,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー２４階,03-3578-6661,https://www.japan.basf.com/,,貴金属・非鉄金属の販売および輸出入,,,,ドイツ,199108,450,35.6621409,139.7488929
10056174,104439,電気機器,未上場,ニホンヒューレットパッカード,日本ヒューレット・パッカード合同会社,日本ヒューレット・パッカード（株）（2021.6）,Ｈｅｗｌｅｔｔ－Ｐａｃｋａｒｄ　Ｊａｐａｎ，　Ｇ．Ｋ．,136-8711,東京都江東区大島２－２－１,03-6743-6382,https://www.hpe.com/jp/,［事業所］　（八王子）東京都八王子市明神町４－９－８，（中部支店）名古屋市，（西日本支社）大阪市　［営業所］　札幌，仙台，豊田，福岡,コンピューター，周辺装置，ソフトウェア製品の開発・製造・輸入・販売・リース，ＩＴサービス,各国ヒューレット・パッカードエンタープライズ，他,官公庁，国内諸社,,ＪＰモルガン・チェース，三菱ＵＦＪ，みずほ,199907,"1,000",35.6908935,139.8209815
10989360,104441,情報・システム・ソフト,未上場,マイクロソフトディベロップメント,マイクロソフトディベロップメント（株）,マイクロソフト　プロダクト　ディベロップメント　リミテッド日本支店（2005.11）,Ｍｉｃｒｏｓｏｆｔ　Ｄｅｖｅｌｏｐｍｅｎｔ　Ｃｏ．，　Ｌｔｄ．,108-0075,東京都港区港南２－１６－３　品川グランドセントラルタワー,03-4332-5300,https://www.microsoft.com/ja-jp/,,コンピュータソフトウェアおよび関連製品の企画・開発,,,,,200511,10,35.6266147,139.7407736
10734299,104442,生命保険,未上場,マニュライフセイメイホケン,マニュライフ生命保険（株）,マニュライフ・センチュリー生命保険（株）（2001.9）,Ｍａｎｕｌｉｆｅ　Ｌｉｆｅ　Ｉｎｓｕｒａｎｃｅ　Ｃｏ．,163-1430,東京都新宿区西新宿３－２０－２　東京オペラシティタワー３０階,03-6331-7000,https://www.manulife.co.jp/,［オフィス］　東京都渋谷区笹塚１－４７－１メルクマール京王笹塚８階　［営業拠点］　北海道３，東北６，関東１３，中部１３，近畿８，中国・四国１０，九州１３,生命保険業,,,マニュフレックス，こだわりガン保険，こだわり医療保険，こだわり個人年金，こだわり終身保険ｖ２，他,,199406,"56,400",35.682955,139.6867214
10021962,104443,輸送機器,上場,ニッサンジドウシャ,日産自動車（株）,,ＮＩＳＳＡＮ　ＭＯＴＯＲ　ＣＯ．，ＬＴＤ．,220-8686,神奈川県横浜市西区高島１－１－１,045-523-5523,http://www.nissan.co.jp/,［本店］　横浜市神奈川区宝町２　［工場］　追浜，栃木，横浜，いわき,自動車８８％，販売金融１２％,,,,みずほ，三菱ＵＦＪ，三井住友，三井住友信，政策,193312,"605,814",35.462995,139.6255452
10016970,104446,機械,上場,クロダセイコウ,黒田精工（株）,,ＫＵＲＯＤＡ　ＰＲＥＣＩＳＩＯＮ　ＩＮＤＵＳＴＲＩＥＳ　ＬＴＤ．,212-8560,神奈川県川崎市幸区堀川町５８０－１６　川崎テックセンター,044-555-3800,https://www.kuroda-precision.co.jp/,［営業所］　大阪ＴＥＬ０６－６３０４－８８４１，名古屋ＴＥＬ０５２－７７１－４２１１，他　［工場］　富津，かずさアカデミア，旭，長野,駆動システム４２％，金型システム３３％，機工・計測システム２５％,準力機械,ホンダ,,みずほ，三井住友信，横浜，三井住友，千葉,194904,"1,911",35.5360042,139.700471
10014884,104449,医薬品,未上場,エスエスセイヤク,エスエス製薬（株）,,ＳＳＰ　ＣＯ．，ＬＴＤ．,163-1488,東京都新宿区西新宿３－２０－２　東京オペラシティタワー,03-6301-4511,https://www.ssp.co.jp/,［工場］　成田　［研究所］　成田　［物流センター］　東日本（栃木），北海道，大阪，九州,コンシューマー・ヘルスケア事業（医薬品，医薬部外品，化粧品，食品等の製造・販売）,,全国薬局・薬店，特約店,エスカップ，ハイチオールＣ，イブ，エスタック，アレジオン２０，スルーラック，他,みずほ，シティ，三菱ＵＦＪ,192710,500,35.682955,139.6867214
10989520,104452,情報・システム・ソフト,未上場,ニホンストラタステクノロジー,日本ストラタステクノロジー（株）,日本ストラタスコンピュータ（株）（2001.5）,Ｓｔｒａｔｕｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ　Ｊａｐａｎ，　Ｉｎｃ．,102-0085,東京都千代田区六番町６　勝永六番町ビル,03-3234-5301,https://www.stratus.com/jp/,［高輪オフィス］　１０８－００７３東京都港区三田３－９－７三田三好ビル３階ＴＥＬ０５０－３６７４－１６５７,親会社製エッジコンピューティング・プラットフォーム，フォールト・トレラント（無停止型）・プラットフォームおよび高信頼性ソフトウェアの販売，保守など,Ｓｔｒａｔｕｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ　Ｉｒｅｌａｎｄ　Ｌｔｄ．（アイルランド）,伊藤忠テクノソリューションズ，ＳＣＳＫ，ＮＴＴデータ，東芝テック，パナソニックソリューションテクノロジー，日立システムズ，富士通，三菱電機インフォメーションネットワーク，ユニアデックス，他,Ｓｔｒａｔｕｓ，ｆｔＳｅｒｖｅｒ，ｚｔＣ　Ｅｄｇｅ，Ｃｏｎｔｉｎｕｕｍ，ｆｔＳｃａｌａｂｌｅストレージ，ｅｖｅｒＲｕｎソフトウェア,◎三菱ＵＦＪ，みずほ，三井住友,198607,400,35.6884943,139.7336289
10418036,104453,医薬品,未上場,アストラゼネカ,アストラゼネカ（株）,,ＡｓｔｒａＺｅｎｅｃａ　Ｋ．Ｋ．,530-0011,大阪府大阪市北区大深町３－１　グランフロント大阪タワーＢ,06-4802-3600,https://www.astrazeneca.co.jp/,［支社］　東京　［工場］　滋賀県米原市　［物流センター］　大阪府茨木市，埼玉県新座市,医療用医薬品の開発・製造・販売,,全国医薬品主要卸,シムビコートタービュヘイラー，パルミコートタービュヘイラー，カソデックス，ゾラデックス，アリミデックス，イレッサ，ネキシウム，フェソロデックス，パルミコート吸入液，バイエッタ，ビデュリオン，フォシーガ，ロケルマ、ノルバデックス，タグリッソ，ブリリンタ，リムパーザ，ファセンラ，イミフィンジ，ビレーズトリ，ビベスピ，他,ＨＳＢＣ，みずほ,197504,"2,000",34.7054347,135.4948619
10989660,104510,化学卸売,未上場,ランクセス,ランクセス（株）,バイエルケミカルズジャパン（株）（2004.7）,ＬＡＮＸＥＳＳ　Ｋ．Ｋ．,100-8215,東京都千代田区丸の内１－６－５　丸の内北口ビル２３階,03-5293-8000,https://www.lanxess.co.jp/,［事業所］　豊橋,基礎・精密化学，有機・無機顔料，プラスチック，ゴム薬品，物質保護剤，イオン交換樹脂，各種添加剤他の輸入販売,ランクセスＧｍｂＨ（独），ランクセスインターナショナルＳＡ（スイス），ランクセスコーポレーション（米），ランクセスＢＶ（蘭）,,,三井住友，ドイツ,200407,400,35.683938,139.7668852
10998750,104511,繊維・衣服卸売,未上場,フェラガモジャパン,フェラガモ・ジャパン（株）,,Ｆｅｒｒａｇａｍｏ　Ｊａｐａｎ　Ｋ．Ｋ．,104-0061,東京都中央区銀座７－８－２,03-6215-9300,https://www.ferragamo.com/shop/ja/jpn,［直営店］　銀座本店，梅田本店　［百貨店等］　梅田阪急，日本橋高島屋，玉川高島屋，新宿伊勢丹，池袋西武，名古屋松坂屋，京都高島屋，札幌三越ほか，合計５８,フットウェア，衣料品，装飾雑貨類の輸入販売,,,サルヴァトーレ　フェラガモ,三菱ＵＦＪ，三井住友，みずほ,199007,305,35.6694349,139.7627991
10998760,104513,精密機器卸売,未上場,ソノヴァジャパン,ソノヴァ・ジャパン（株）,フォナック・ジャパン（株）（2017.11）,Ｓｏｎｏｖａ　Ｊａｐａｎ　Ｃｏ．，Ｌｔｄ,141-0031,東京都品川区西五反田５－２－４　レキシントン・プラザ西五反田,03-5436-4083,https://www.phonak.com/jp/ja.html,,補聴器の輸入販売,,,,,200306,10,35.6258791,139.7163094
10266443,104514,電気機器卸売,未上場,アヴネット,アヴネット（株）,アヴネット・インターニックス（株）（2015.1）,Ａｖｎｅｔ　Ｋ．Ｋ．,150-6023,東京都渋谷区恵比寿４－２０－３　恵比寿ガーデンプレイスタワー２３階,03-5792-8210,https://www.avnet.com/japan,［支店・営業所］　西日本，上田，松本，名古屋，京都，福岡　［技術センター］　八王子,半導体，電子部品，電子機器およびソフトウェア等の販売,エクストリーム・ネットワークス，インテル，マキシム・インテグレーテッド，マイクロチップ・テクノロジー，マイクロン・テクノロジー，マイクロソフト，ネクスペリア，ノルディック・セミコンダクター，ＮＸＰセミコンダクターズ，オン・セミコンダクター，パワー・インテグレーションズ，パルス・エレクトロニクス，リコー電子デバイス，ＴＥコネクティビティー，ザイリンクス，ゼブラ・テクノロジーズ,,Ｒｅａｃｈ　Ｆｕｒｔｈｅｒ,三井住友，三菱ＵＦＪ，みずほ,198304,490,35.6422106,139.7134456
10710263,104515,その他卸売,未上場,メドトロニックソファモアダネック,メドトロニックソファモアダネック（株）,小林ソファモアダネック（2002）,Ｍｅｄｔｒｏｎｉｃ　Ｓｏｆａｍｏｒ　Ｄａｎｅｋ，　Ｃｏ．，　Ｌｔｄ．,108-0075,東京都港区港南１－２－７０　品川シーズンテラス,03-6774-4606,https://www.medtronic.com/,［支店］　埼玉，東京，大阪　［営業所］　札幌，仙台，千葉，横浜，名古屋，金沢，京都，岡山，福岡　［物流センター］　大阪，東京，福岡，静岡，他,脊椎固定インプラントなどの脊椎脊髄疾患を中心とした医療機器の製造および輸入・販売,米国メドトロニックソファモアダネック社，米国メドトロニックナビゲーション社,全国主要病院,,三井住友,199601,491,35.6324899,139.743003
10998770,104518,化学,未上場,ピーアンドジー,ピー・アンド・ジー（株）,,Ｐ＆Ｇ　Ｋ．Ｋ．,651-0088,兵庫県神戸市中央区小野柄通７－１－１８,078-336-6000,https://jp.pg.com/,［工場］　高崎（群馬県），滋賀，明石（兵庫県）,日本におけるＰ＆Ｇグループ製品の製造,,,アリエール，ボールド，レノア，ジョイ，ファブリーズ，パンパース，ウィスパー，パンテーン，ヴィダルサスーン，ＳＫ－２，ジレット，ブラウン,シティ,200010,"11,520",34.6933173,135.1960939
10915510,104519,証券,未上場,クレディスイスショウケン,クレディ・スイス証券（株）,クレディ・スイス証券準備会社（株）（2006.4）,Ｃｒｅｄｉｔ　Ｓｕｉｓｓｅ　Ｓｅｃｕｒｉｔｉｅｓ　（Ｊａｐａｎ）　Ｌｔｄ．,106-6024,東京都港区六本木１－６－１　泉ガーデンタワー２４階,03-4550-9000,https://www.credit-suisse.com/jp/,［営業所］　大阪（大阪市北区梅田２－２－２ヒルトンプラザウエストオフィスタワー１６階），名古屋（名古屋市中村区名駅南１－２４－２０名古屋三井ビルディング新館９階）,証券業,,,,,200604,"78,100",35.664573,139.7395626
10989670,104520,その他卸売,未上場,グループロシニョール,ＧＲＯＵＰＥ　ＲＯＳＳＩＧＮＯＬ（株）,,Ｇｒｏｕｐｅ　Ｒｏｓｓｉｇｎｏｌ　Ｋ．Ｋ．,110-0016,東京都台東区台東１－４－１２　ＢＫビル６階,03-5846-3080,https://rossignol.co.jp/,,スキー，スノーボード，スケート靴，アウトドア・スポーツ用品および関連用品の輸入販売,,,ロシニョール，ディナスター，ラング，ルック，リスポート,,200210,430,35.7004721,139.7790114
10989680,104521,機械等修理,未上場,ニホンソルテック,日本ソルテック（株）,,Ｓｏｌｔｅｃ　Ｊａｐａｎ，　Ｌｔｄ．,243-0417,神奈川県海老名市本郷４１５６－１１,046-237-2360,https://www.sol-tec.co.jp/,［支社］　（品川）東京都港区高輪３－２３－１７品川センタービルディング８階ＴＥＬ０３－６４５６－２５７４,大型ＥＤＰ，ＡＴＭ，通信機器，ＰＯＳ端末，プリンタ等の保守・修理を軸にサーバー・ストレージ製品等コンピュータ関連機器の販売他,日本ＮＣＲ,日本ＮＣＲ,ＮＣＴＶ,横浜，三菱ＵＦＪ，みずほ，りそな，商中,199604,90,35.4168226,139.3993553
10889210,104522,繊維・衣服,未上場,トーレオペロンテックス,東レ・オペロンテックス（株）,オペロンテックス（株）（2009.10）,Ｔｏｒａｙ　Ｏｐｅｌｏｎｔｅｘ　Ｃｏ．，　Ｌｔｄ．,530-8222,大阪府大阪市北区中之島３－３－３　中之島三井ビル,06-6448-6570,https://www.toray-opt.co.jp/,［事業場］　滋賀（大津市園山１－１－２ＴＥＬ０７７－５３７－１１８６）,ポリウレタン繊維「ライクラ」および同高次製品，ＰＴＴ複合繊維「ライクラＴ４００」の製造・販売,,,ライクラ（ＬＹＣＲＡ）,,198901,"3,510",34.6931799,135.4940403
10068625,104523,貸金・信販・カード,未上場,シーエフジェイ,ＣＦＪ合同会社,ＣＦＪ（株）（2008.11）,ＣＦＪ　Ｇ．Ｋ．,160-8812,東京都新宿区新宿６－２７－３０　新宿イーストサイドスクエア８階,03-6776-8200,https://www.citigroup.jp/jp/about/disclosures/cfj.html,,トータルファイナンス,,,,,199506,100,35.696585,139.7088723
10397131,200007,人材派遣・業務請負,未上場,アデコ,アデコ（株）,アデコキャリアスタッフ（株）（2004.1）,Ａｄｅｃｃｏ　Ｌｔｄ．,100-0013,東京都千代田区霞が関３－７－１　霞が関東急ビル１１階,－,https://www.adeccogroup.jp/,［事業所］　北海道から沖縄まで全エリア,総合人材サービス,,主要日本企業，外資系企業,,三菱ＵＦＪ，三井住友,198507,"5,562",35.6714296,139.7447256
10397149,200015,コンサルティング,未上場,アーサーディーリトルジャパン,アーサー・ディ・リトル・ジャパン（株）,,Ａｒｔｈｕｒ　Ｄ．　Ｌｉｔｔｌｅ　Ｊａｐａｎ，　Ｉｎｃ．,105-7133,東京都港区東新橋１－５－２　汐留シティセンター３６階,03-4550-0201,https://www.adlittle.com/jp-ja/,,経営コンサルティング,,,,,197803,19,35.6654972,139.7608806
10397164,200022,食料品卸売,未上場,アンズコフーズ,アンズコフーズ（株）,アジア・ニュージーランド・ミート（株）（2000.10）,Ａｎｚｃｏ　Ｆｏｏｄｓ　Ｊａｐａｎ　Ｌｔｄ．,153-0062,東京都目黒区三田１－７－１３,03-5773-1271,https://www.anzco.co.jp/,,食肉の輸入，飲食店の企画および経営，食肉の加工・販売,,,,,198409,30,35.6382158,139.713492
10397206,200030,電気機器卸売,未上場,ニッポンエイエムディ,日本ＡＭＤ（株）（登記社名　日本エイ・エム・ディ（株））,,ＡＭＤ　Ｊａｐａｎ　Ｃｏ．　Ｌｔｄ．,100-0005,東京都千代田区丸の内１－８－３　丸の内トラストタワー本館１０階,03-6479-1550,https://www.amd.com/,,マイクロプロセッサ・ソリューションの輸入販売・サポート,Ａｄｖａｎｃｅｄ　Ｍｉｃｒｏ　Ｄｅｖｉｃｅｓ，Ｉｎｃ．（米）,,,バンクオブアメリカ，三菱ＵＦＪ,197502,90,35.6823799,139.7694411
10397214,200032,電気機器卸売,未上場,ガーディアンジャパン,ガーディアンジャパン（株）,マニアジャパン（株）（2009.4）,Ｇａｒｄｉｅｎ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,177-0033,東京都練馬区高野台２－４－３,03-3904-6230,http://jp.gardien.com/,［事業所］　東京本社，技術センター，新潟サービスセンター，岩手サービスセンター，恵那サービスセンター（岐阜県），つくばサービスセンター（茨城県）,電子機器の輸入販売，プリント基板の検査サービス,ＵＣＡＭＣＯ,京セラ，富士通，昭和電工,,三菱ＵＦＪ，武蔵野，きらぼし,198111,74,35.744967,139.6133456
10397222,200033,専門店,未上場,アニエスベージャパン,アニエスベージャパン（株）,（株）アニエスベーサンライズ（2015.4）,ａｇｎｅｓ　ｂ．　Ｊａｐａｎ　Ｉｎｃ．,141-0021,東京都品川区上大崎２－５２－２　新目黒東急ビル８階,03-4335-0110,https://www.agnesb.co.jp/brand/,,婦人服，紳士服，子供服，装飾品の小売業,,直営店,ａｇｎｅｓ　ｂ．,,198312,98,35.6343141,139.7143543
10397248,200044,貨物運送,未上場,アラビアンフレートサービス,アラビアンフレートサービス（株）,,Ａｒａｂｉａｎ　Ｆｒｅｉｇｈｔ　Ｓｅｒｖｉｃｅｓ　Ｃｏ．，　Ｌｔｄ．,270-1424,千葉県白井市堀込１－２－９－Ｂ－５,－,,,複合輸送のサービス提供,,,,,198205,10,35.7827911,140.0545704
10397263,200055,映像・音楽,未上場,ワーナーミュージックジャパン,（株）ワーナーミュージック・ジャパン,（株）ワーナーアーティスツ（2004.3）,Ｗａｒｎｅｒ　Ｍｕｓｉｃ　Ｊａｐａｎ　Ｉｎｃ．,106-0032,東京都港区六本木１－４－５　アークヒルズサウスタワー２０階,03-6372-0999,https://wmg.jp/,,音楽著作権の管理，ＣＤ等の原盤制作，アーティストの発掘・育成・管理，音楽ソフト・映像商品の製作・企画・製造・販売他,,星光堂，新星堂，山野楽器，タワーレコードほか全国特約レコード店,,,197303,100,35.6656056,139.7394165
10397289,200058,精密機器卸売,未上場,イーエスアイジャパン,イー・エス・アイ・ジャパン（株）,,ＥＳＩ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,135-0005,東京都江東区高橋１４－３　盛市ビル２階,03-5625-5100,https://www.esi.com/,,レーザートリミング装置，チップコンデンサー製造，検査装置等,,,,,198105,10,35.685734,139.7992612
